sentence_1,sentence_2,similarity
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.0026327580804123034
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.0026327580804123034
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.0024984848797354087
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.0024984848797354087
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.0024984848797354087
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.0026327580804123034
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.0026327580804123034
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.0024984848797354087
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.0026327580804123034
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.0026327580804123034
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.0024984848797354087
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.0026327580804123034
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.0026327580804123034
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.0026327580804123034
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.0024984848797354087
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.0026327580804123034
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.0024984848797354087
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.0024984848797354087
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.0024984848797354087
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.002281716582289574
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",0.005576085331458103
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",1
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.002165346836500554
"Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.04773990861688518
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.0026327580804123034
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","One day, the king decided to throw a ball and invited all the young maidens in the kingdom.",0.0026327580804123034
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.0024984848797354087
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.",1
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.0024984848797354087
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","Once they left, her Fairy Godmother appeared and helped Cinderella go to the ball with a bit of magic that would only last until midnight.",0.005576085331458103
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","The story of Cinderella tells of a kindhearted young woman who was treated cruelly by her stepmother and sisters, but, never the less, kept a humble attitude.",0.0024984848797354087
"At the ball, Cinderella caught the eye of the prince, as she was the most beautiful girl there, and they danced all night.","While Cinderella’s sisters made her help them get ready for the ball, not once did they ask her if she would like to go with them.",0.006572065136573032
